qns_id,qns_content,options,language,answer,solution,stream,subject_code,subject_id,class_code,topic,subtopic,question_type,difficulty_level
3133794,"""<div style=\""text-align:justify\""><img alt=\""\\int {f(x)\\,dx} \"" src=\""1685681052352963776.png\"" \/>&nbsp;\u091c\u092c\n<table border=\""1\"" cellpadding=\""5\"" cellspacing=\""0\"" style=\""width:479px\"">\n<tbody>\n<tr>\n<td colspan=\""2\"" rowspan=\""1\"" style=\""text-align:center; width:200px\""><strong>\u0938\u0942\u091a\u0940-I<\/strong><\/td>\n<td colspan=\""2\"" rowspan=\""1\"" style=\""text-align:center; width:252px\""><strong>\u0938\u0942\u091a\u0940-II<\/strong><\/td>\n<\/tr>\n<tr>\n<td>(P)<\/td>\n<td style=\""width:160px\""><img alt=\""f(x) = \\frac{1}{{{{({a^2}\\, + {x^2})}^{3\/2}}}}\"" src=\""16856811451165312427.png\"" \/><\/td>\n<td style=\""width:33px\"">(1)<\/td>\n<td style=\""width:207px\""><img alt=\""c - \\frac{1}{a}{\\sin ^{ - 1}}\\frac{a}{{|x|}}\"" src=\""1685681219328423863.png\"" \/><\/td>\n<\/tr>\n<tr>\n<td>(Q)<\/td>\n<td style=\""width:160px\""><img alt=\""f(x) = \\frac{{{x^2}}}{{\\sqrt {{a^2}\\, - \\,\\,{x^2}} }}\"" src=\""16856811631011587803.png\"" \/><\/td>\n<td style=\""width:33px\"">(2)<\/td>\n<td style=\""width:207px\""><img alt=\""\\frac{{{a^2}}}{2}{\\sin ^{ - 1}}\\frac{x}{a} - \\frac{x}{2}\\sqrt {{a^2}\\, - \\,\\,{x^2}} \u00a0+ c\"" src=\""16856812471171361250.png\"" \/><\/td>\n<\/tr>\n<tr>\n<td>(R)<\/td>\n<td style=\""width:160px\""><img alt=\""f(x) = \\frac{1}{{{{({x^2}\\, - \\,{a^2})}^{3\/2}}}}\"" src=\""16856811801105521279.png\"" \/><\/td>\n<td style=\""width:33px\"">(3)<\/td>\n<td style=\""width:207px\""><img alt=\""c - \\frac{x}{{{a^2}\\sqrt {{x^2}\\, - \\,\\,{a^2}} }}\"" src=\""16856812641311765006.png\"" \/><\/td>\n<\/tr>\n<tr>\n<td>(S)<\/td>\n<td style=\""width:160px\""><img alt=\""f(x) = \\frac{1}{{x\\sqrt {{x^2}\\, - \\,\\,{a^2}} }}\"" src=\""1685681195899115830.png\"" \/><\/td>\n<td style=\""width:33px\"">(4)<\/td>\n<td style=\""width:207px\""><img alt=\""\\frac{x}{{{a^2}\\sqrt {{x^2}\\, + \\,\\,{a^2}} }} + c\"" src=\""1685681287239538742.png\"" \/><\/td>\n<\/tr>\n<\/tbody>\n<\/table>\n<\/div>\n""","{""row"":""4"",""cols"":""4"",""label"":""P""}",2,"[{""data"":[""1"",""3"",""2"",""4""],""is_correct"":""false""},{""data"":[""1"",""3"",""4"",""2""],""is_correct"":""false""},{""data"":[""4"",""2"",""1"",""3""],""is_correct"":""false""},{""data"":[""4"",""2"",""3"",""1""],""is_correct"":""true""}]","""<div style=\""text-align:justify\"">(A)&nbsp;<img alt=\""\\int {\\frac{{dx}}{{{{({a^2} + {x^2})}^{3\/2}}}}} \"" src=\""16856813801067580726.png\"" \/>&nbsp;, put x = a tan&theta;&nbsp;<br \/>\n<img alt=\"" = \\int {\\frac{{a{{\\sec }^2}\\theta \\,d\\theta }}{{{a^3}{{\\sec }^3}\\theta }} = \\frac{1}{{{a^2}}}\\sin \\theta } \"" src=\""16856814031825499760.png\"" \/><br \/>\n<img alt=\"" = \\frac{x}{{{a^2}\\sqrt {{a^2} + {x^2}} }} + C\"" src=\""16856814251737119590.png\"" \/><br \/>\n<img src=\""1685681461752698053phplfFedIimage.png\"" style=\""height:146px; width:170px\"" \/>&nbsp;<br \/>\n(B)&nbsp;<img alt=\""\\int {\\frac{{{x^2}}}{{\\sqrt {{a^2} - {x^2}} }}dx = \u00a0- \\int {\\left( {\\frac{{ - {x^2} + {a^2}}}{{\\sqrt {{a^2} - {x^2}} }} - \\frac{{{a^2}}}{{\\sqrt {{a^2} - {x^2}} }}} \\right)dx} } \"" src=\""16856828341080203919.png\"" \/><br \/>\n<img alt=\"" = \u00a0- \\int {\\sqrt {{a^2} - {x^2}} dx + {a^2}\\int {\\frac{{dx}}{{\\sqrt {{a^2} - {x^2}} }}} } \"" src=\""16856835821133050042.png\"" \/><br \/>\n<img alt=\"" = \u00a0- \\frac{x}{2}\\sqrt {{a^2} - {x^2}} \u00a0- \\frac{{{a^2}}}{2}{\\sin ^{ - 1}}\\left( {\\frac{x}{a}} \\right) + {a^2}{\\sin ^{ - 1}}\\frac{x}{a}\"" src=\""1685683593512569601.png\"" \/><br \/>\n<img alt=\"" = \u00a0- \\frac{x}{2}\\sqrt {{a^2} - {x^2}} \u00a0+ \\frac{{{a^2}}}{2}{\\sin ^{ - 1}}\\left( {\\frac{x}{a}} \\right) + C\"" src=\""1685683603146320633.png\"" \/><br \/>\n(C)&nbsp;<img alt=\""\\int {\\frac{{dx}}{{{{({x^2} - {a^2})}^{3\/2}}}}} \"" src=\""16856836211368256236.png\"" \/>&nbsp; &nbsp; Put&nbsp;x = a sec&theta;&nbsp;<br \/>\n<img alt=\"" = \\int {\\frac{{a\\tan \\theta \\sec \\theta }}{{{a^3}({{\\tan }^3}\\theta )}}d\\theta \u00a0= \\frac{1}{{{a^2}}}\\int {\\frac{{\\cos \\theta }}{{{{\\sin }^2}\\theta }}d\\theta } } \"" src=\""16856836481177279006.png\"" \/><br \/>\n<img alt=\"" = \\frac{1}{{{a^2}}}\\left( {\\frac{{ - 1}}{{\\sin \\theta }}} \\right) + C\"" src=\""1685683660670174963.png\"" \/><br \/>\n<img alt=\"" = C - \\frac{x}{{{a^2}\\sqrt {{x^2} - {a^2}} }}\"" src=\""16856837321041017590.png\"" \/><br \/>\n<img src=\""16856837871991384458phppjGou4image.png\"" style=\""width:200px\"" \/><br \/>\n(D)&nbsp;<img alt=\""\\int {\\frac{1}{{x\\sqrt {{x^2} - {a^2}} }} = \\frac{1}{a}{{\\sec }^{ - 1}}\\left( {\\frac{{|x|}}{a}} \\right) = \\frac{1}{a}{{\\cos }^{ - 1}}\\left( {\\frac{a}{{|x|}}} \\right)} \"" src=\""16856836731180601660.png\"" \/><br \/>\n<img alt=\"" = C + \\frac{\\pi }{2} - \\frac{1}{a}{\\sin ^{ - 1}}\\left( {\\frac{a}{{|x|}}} \\right)\"" src=\""16856837441468360817.png\"" \/><br \/>\n<img alt=\"" = C - \\frac{1}{a}{\\sin ^{ - 1}}\\frac{a}{{|x|}}\"" src=\""1685683695644617548.png\"" \/><\/div>\n""",IIT,MT,3,12,Indefinite Integration,Substitution,Matching List,MEDIUM
2173109,"""\u0938\u0930\u0932 \u0906\u0935\u0930\u094d\u0924 \u0917\u0924\u093f \u0915\u0930 \u0930\u0939\u0947 \u0915\u0923 \u0915\u0947 \u0924\u094d\u0935\u0930\u0923 (a) \u0915\u093e \u0935\u093f\u0938\u094d\u0925\u093e\u092a\u0928 (x) \u0915\u0947 \u0938\u093e\u0925 \u092a\u0930\u093f\u0935\u0930\u094d\u0924\u0928 \u0915\u093f\u0938 \u0935\u0915\u094d\u0930 \u0938\u0947 \u0926\u0930\u094d\u0936\u093e\u092f\u093e \u091c\u093e\u0924\u093e \u0939\u0948 :&ndash;""","[""<img src=\""1642246436805054414phpjti5Zzimage.png\"" style=\""height:133px; width:120px\"" \/>"",""<img src=\""1642246464892237865phpfXxRvGimage.png\"" style=\""height:126px; width:120px\"" \/>"",""<img src=\""1642246491189040733php2W0aONimage.png\"" style=\""height:127px; width:120px\"" \/>"",""<img src=\""16422465161753887775phpRUtTIMimage.png\"" style=\""height:127px; width:120px\"" \/>""]",2,[0],"""""",JEE MAIN,PH,2,12,SHM,Kinematics,Single Correct,MEDIUM
371567,"""<div style=\""text-align:justify\"">\u092f\u0926\u093f 1, 2, 3 ......... 100 cm \u0924\u094d\u0930\u093f\u091c\u094d\u092f\u093e\u0913\u0902 \u0915\u0947 \u0938\u0902\u0915\u0947\u0928\u094d\u0926\u094d\u0930\u0940\u092f \u0935\u0943\u0924\u094d\u0924 \u092c\u0928\u093e\u092f\u0947\u0902 \u0917\u092f\u0947 \u0939\u0948\u0902\u0964 \u0938\u092c\u0938\u0947 \u091b\u094b\u091f\u0947 \u0935\u0943\u0924\u094d\u0924 \u0915\u0947 \u0906\u0928\u094d\u0924\u0930\u093f\u0915 \u0915\u094d\u0937\u0947\u0924\u094d\u0930 \u0915\u094b \u0932\u093e\u0932 \u0924\u0925\u093e \u0909\u0938\u0915\u0947 \u092c\u093e\u0939\u094d\u092f \u0915\u094d\u0937\u0947\u0924\u094d\u0930 \u0915\u094b\u0902 \u0939\u0930\u0947 \u0930\u0902\u0917 \u0938\u0947\u0902 \u0924\u0925\u093e \u0905\u092c \u090f\u0915\u093e\u0928\u094d\u0924\u0930 \u0915\u094d\u0930\u092e \u092e\u0947\u0902 \u0932\u093e\u0932 \u0924\u0925\u093e \u0939\u0930\u093e \u0930\u0902\u0917 \u0907\u0938 \u092a\u094d\u0930\u0915\u093e\u0930 \u092d\u0930\u093e \u091c\u093e\u0924\u093e \u0939\u0948\u0902, \u0915\u093f \u0926\u094b \u0915\u094d\u0930\u092e\u093e\u0917\u0924 \u0915\u094d\u0937\u0947\u0924\u094d\u0930 \u0938\u092e\u093e\u0928 \u0930\u0902\u0917 \u0915\u0947 \u0928 \u0939\u094b\u0902 \u0924\u094b \u0939\u0930\u0947 \u092d\u093e\u0917 \u0935\u093e\u0932\u0947 \u0915\u094d\u0937\u0947\u0924\u094d\u0930 \u0915\u093e \u0915\u0941\u0932 \u0915\u094d\u0937\u0947\u0924\u094d\u0930\u092b\u0932 \u0935\u0930\u094d\u0917 \u0938\u0947\u092e\u0940. \u092e\u0947\u0902 \u0939\u094b\u0917\u093e &ndash;<\/div>\n""","[""<div style=\""text-align:justify\"">100 &pi;<\/div>\n"",""<div style=\""text-align:justify\"">5050 &pi;<\/div>\n"",""<div style=\""text-align:justify\"">4950 &pi;<\/div>\n"",""<div style=\""text-align:justify\"">5151 &pi;<\/div>\n""]",2,[1],"""<div style=\""text-align:justify\"">Required area<br \/>\n= &pi;[(2<sup>2<\/sup> &ndash; 1<sup>2<\/sup>) + (4<sup>2<\/sup> &ndash; 3<sup>2<\/sup>) + ......+ (100<sup>2<\/sup> &ndash; 99<sup>2<\/sup>)]<br \/>\n= &pi;[1 + 2 + 3 + 4 +...........+ 99 + 100]<br \/>\n= 5050 &pi; sq. cm.<\/div>\n""",JEE MAIN,MT,3,13,Sequence & Series,Miscellaneous/Mixed,Single Correct,MEDIUM
2514984,"""<div style=\""text-align:justify\"">Let f(x) = sinx ; g(x) = x<sup>2<\/sup> and h(x) = \u2113nx. If F(x) = (hogo f) (x), then F&quot;(x) is equal to :<\/div>\n""","[""<div style=\""text-align:justify\"">2cosec<sup>3<\/sup>x<\/div>\n"",""<div style=\""text-align:justify\"">2 cot x<sup>2<\/sup> &ndash; 4x<sup>2<\/sup> cosec<sup>2<\/sup>x<sup>2<\/sup><\/div>\n"",""<div style=\""text-align:justify\"">2x cot x<sup>2<\/sup><\/div>\n"",""<div style=\""text-align:justify\"">&ndash;2 cosec<sup>2<\/sup>x<\/div>\n""]",1,[3],"""""",JEE MAIN,MT,3,12,Differentiation,Higher Order Differentiation,Single Correct,MEDIUM
458044,"""<div style=\""text-align:justify\"">\u090f\u0915 \u092c\u094d\u0932\u093e\u0945\u0915 \u092a\u0930 \u091a\u093f\u0924\u094d\u0930\u093e\u0928\u0941\u0938\u093e\u0930 \u092c\u0932&nbsp; <img alt=\""\\vec F\\,\\, = \\,\\,2\\hat i\\, + 6\\hat j\\,\"" src=\""15442629591432370070.png\"" \/>&nbsp;\u0915\u093e\u0930\u094d\u092f\u0930\u0924\u094d \u0939\u0948\u0964 \u092c\u094d\u0932\u093e\u0945\u0915 \u092a\u0930 \u0915\u093e\u0930\u094d\u092f\u0930\u0924\u094d \u0918\u0930\u094d\u0937\u0923 \u092c\u0932 \u0939\u094b\u0917\u093e :<\/div>\n<div style=\""text-align:center\""><img src=\""1544262971phpo1ha27image.png\"" style=\""width:300px\"" \/><\/div>\n""","[""<div style=\""text-align:justify\""><img alt=\"" - \\,\\hat i\\,\"" src=\""15442629841395268059.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\"" - 1.8\\,\\hat i\\,\"" src=\""1544262990229815777.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\"" - 2.4\\,\\hat i\\,\"" src=\""15442629961891042378.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\"" - 2\\hat i\\,\"" src=\""1544263003747036576.png\"" \/><\/div>\n""]",2,[3],"""<div style=\""text-align:justify\"">f = &micro;(mg &ndash; 4)&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;<br \/>\n<img src=\""1544263027phpKU0kETimage.png\"" style=\""width:150px\"" \/>&nbsp;<br \/>\n&micro; (10 &ndash; 4)<br \/>\n<img alt=\""6 \\times \\frac{3}{{10}} = \\frac{{18}}{{10}} = 1.8i\"" src=\""1544263064246587341.png\"" \/><br \/>\nf<sub>max<\/sub> = &ndash;3.2<img alt=\""\\hat i\"" src=\""1544263085818214547.png\"" \/><br \/>\nBut required =&nbsp;<img alt=\"" - 2\\hat i\"" src=\""1544263091602919399.png\"" \/><\/div>\n""",IIT,PH,2,11,NLM,Friction,Single Correct,EASY
1150177,"""<div style=\""text-align:justify\"">A large tank of &nbsp;(height h<sub>1<\/sub> = 4m) water has a hose connected to it, as shown in figure. The tank is sealed at the top and has compressed air between the water surface &amp; the top. When the water height h<sub>2<\/sub> is 3m, the gauge pressure of air P<sub>1<\/sub> = 1 &times; 10<sup>5<\/sup>N\/m<sup>2<\/sup>. Assume that the air above the water surface expands isothermally, the velocity of flow out of the hose when h<sub>2<\/sub> has decreased to 2m is given by &alpha; m\/s. Fill <img alt=\""\\frac{{{\\alpha ^2}}}{5}\"" src=\""15978126041603285980.png\"" \/>&nbsp;in OMR sheet. (Assume ideal fluid flow &amp;&nbsp;P<sub>atm<\/sub> = 10<sup>5<\/sup>N\/m<sup>2<\/sup>)<\/div>\n<div style=\""text-align:center\""><br \/>\n<img src=\""15978126601614224576php27lAF0image.png\"" style=\""width:250px\"" \/><\/div>\n""",[],1,4.00,"""<div style=\""text-align:justify\"">From ideal gas equation ,<br \/>\nPV = constant (isothermal process)<br \/>\nP<sub>1<\/sub> = 2 &times; 10<sup>5<\/sup> N\/m<sup>2<\/sup><br \/>\n&there4;&nbsp;2 &times; 10<sup>5<\/sup> &times; A &times; 1 = P<sub>2<\/sub> &times; A &times; 2&nbsp;<br \/>\n&rArr; P<sub>2<\/sub> = 10<sup>5<\/sup> N\/m<sup>2<\/sup><br \/>\nFrom Burnoulli&#39;s equation<br \/>\nP<sub>2<\/sub> + &rho;g &times; 1 =&nbsp;<img alt=\""\\frac{1}{2}\\rho {v^2} + {P_{atm}}\"" src=\""1597812742181020386.png\"" \/><br \/>\n&rArr;&nbsp;V = <img alt=\""\\sqrt {2g} \"" src=\""1597812754472619422.png\"" \/>&nbsp;m\/sec.<\/div>\n""",IIT,PH,2,12,Fluid,Bernoulli's theorem,Integer Decimal,MEDIUM
3353596,"""<div style=\""text-align:justify\"">Roots of the equation&nbsp;<img alt=\""{x^2} + bx - c = 0\"" src=\""16903656451835937946.png\"" \/>&nbsp;<img alt=\""\\left( {b,c &gt; 0} \\right)\"" src=\""1690365652260855815.png\"" \/>&nbsp;are<\/div>\n""","[""<div style=\""text-align:justify\"">Both positive<\/div>\n"",""<div style=\""text-align:justify\"">Both negative<\/div>\n"",""<div style=\""text-align:justify\"">Of opposite sign<\/div>\n"",""<div style=\""text-align:justify\"">None of these<\/div>\n""]",1,[2],"""Since,&nbsp;<img alt=\""b,c &gt; 0\"" src=\""1690376638710991230.png\"" \/><br \/>\nTherefore,&nbsp;<img alt=\""\\alpha \u00a0+ \\beta \u00a0= \u00a0- b &lt; 0\"" src=\""169037665210700233.png\"" \/>&nbsp;and&nbsp;<img alt=\""\\alpha \\beta \u00a0= \u00a0- c &lt; 0\"" src=\""1690376667282643144.png\"" \/><br \/>\nSince, product of the roots is negative.<br \/>\nTherefore, roots must be of opposite sign.""",JEE MAIN,MT,3,11,Quadratic Equation,Miscellaneous/Mixed,Single Correct,EASY
2709545,"""<div style=\""text-align:justify\"">\u092c\u0947\u0928\u094d\u091c\u0940\u0928 \u0935\u0932\u092f \u0938\u0947 \u091c\u0941\u0921\u0947 \u0939\u0941\u090f \u0915\u093f\u0924\u0928\u0947 \u0938\u092e\u0942\u0939&nbsp;+M&nbsp;\u092a\u094d\u0930\u092d\u093e\u0935 \u0926\u0930\u094d\u0936\u093e\u0924\u0947 \u0939\u0948?<br \/>\n<img src=\""1667202087676721191phpvX7enPimage.png\"" style=\""width:72px\"" \/>,&nbsp; &nbsp;<img src=\""16672021011437678947phpZE7Fcsimage.png\"" style=\""width:66px\"" \/>,&nbsp;&nbsp;<img src=\""1667202259848900787phpWvzmKpimage.png\"" style=\""width:64px\"" \/>,&nbsp;<br \/>\n<img src=\""16672023751144261173phpDoHmfximage.png\"" style=\""height:121px; width:75px\"" \/>,<img src=\""16672024251634475000phpeJFmnJimage.png\"" style=\""height:96px; width:110px\"" \/>,&nbsp;<img src=\""1667202442718441752phpu12qxuimage.png\"" style=\""width:66px\"" \/>&nbsp;,<br \/>\n&nbsp;<img src=\""1667202477639430201phpI9Ce6cimage.png\"" style=\""height:132px; width:85px\"" \/>&nbsp;,&nbsp;<img src=\""1667202510813039027phpd3vmOrimage.png\"" style=\""height:93px; width:65px\"" \/>,&nbsp;&nbsp;<img src=\""1667202530464080283phpyGghqmimage.png\"" style=\""height:92px; width:75px\"" \/>&nbsp;,<br \/>\n<img src=\""1667202548582306060phpB7rd0Zimage.png\"" style=\""width:81px\"" \/>,&nbsp;<img src=\""1667202562872938355phpj3hW9Jimage.png\"" style=\""width:77px\"" \/><\/div>\n""",[],2,5.00,"""""",IIT,OC,6,13,GOC,Resonance and mesomeric effect,Integer Decimal,MEDIUM
2958389,"""<div style=\""text-align:justify\"">If&nbsp;<img alt=\""f:R \\to R\"" src=\""168060126399362664.png\"" \/>&nbsp;&nbsp;satisfies the relation f(x) + f(2x + y) + 5xy = f(3x &ndash; y) + 2x<sup>2<\/sup> + 1&nbsp; &nbsp;&nbsp;<img alt=\""\\forall \\,\\,x,y \\in R\"" src=\""16808499261888561162.png\"" \/>&nbsp;then range of e<sup>f(x)<\/sup> is<\/div>\n""","[""<div style=\""text-align:justify\"">(0, e]<\/div>\n"",""<div style=\""text-align:justify\"">[e, e<sup>4<\/sup>]<\/div>\n"",""<div style=\""text-align:justify\"">[&ndash;e, e]<\/div>\n"",""<div style=\""text-align:justify\"">[10, e<sup>4<\/sup>]<\/div>\n""]",1,[0],"""<div style=\""text-align:justify\"">Put&nbsp;<img alt=\""y = \\frac{x}{2}\"" src=\""1680601324885544177.png\"" \/><br \/>\n<img alt=\""f(x) + f\\left( {\\frac{{5x}}{2}} \\right) + \\left( {\\frac{{5{x^2}}}{2}} \\right) = f\\left( {\\frac{{5x}}{2}} \\right) + 2{x^2} + 1\"" src=\""16808499391147505534.png\"" \/><br \/>\n<img alt=\""f(x) = 1 - \\frac{{{x^2}}}{2}\"" src=\""16806013371078082287.png\"" \/><\/div>\n""",JEE MAIN,MT,3,12,Functions,Miscellaneous/Mixed,Single Correct,TOUGH
1736798,"""Solubility of Ag<sub>2<\/sub>CrO<sub>4<\/sub> (K<sub>sp<\/sub> = 4 &times; 10<sup>&ndash;13<\/sup>) in 0.1 M K<sub>2<\/sub>CrO<sub>4<\/sub> solution will be :&ndash;""","[""10<sup>&ndash;3<\/sup> M"",""10<sup>&ndash;6<\/sup> M"",""4 &times; 10<sup>&ndash;6<\/sup> M"",""5 &times; 10<sup>&ndash;7<\/sup> M""]",1,[1],"""""",JEE MAIN,PC,5,12,Ionic Equilibrium,Effect of complex formation and hydrolysis on solubility,Single Correct,EASY
3886154,"""<div style=\""text-align:justify\"">\u0aa8\u0ac0\u0a9a\u0ac7 \u0a86\u0aaa\u0ac7\u0ab2 \u0a86\u0a95\u0ac3\u0aa4\u0abf \u0aaa\u0ab0\u0aa5\u0ac0 \u0ab8\u0abe\u0a9a\u0acb \u0ab5\u0abf\u0a95\u0ab2\u0acd\u0aaa \u0aaa\u0ab8\u0a82\u0aa6 \u0a95\u0ab0\u0acb.<\/div>\n\n<div style=\""text-align:center\""><img src=\""17041722991337235841php7xxn0iimage.png\"" style=\""width:200px\"" \/><\/div>\n\n<div style=\""text-align:justify\"">XY<sub>(s) <\/sub>\u0aa8\u0ac0 \u0aaa\u0abe\u0aa3\u0ac0\u0aae\u0abe\u0a82 \u0aa6\u0acd\u0ab0\u0abe\u0ab5\u0a95 \u0aaf\u0acb\u0a9c\u0aa8 \u0a8f\u0aa8\u0acd\u0aa5\u0abe\u0ab2\u0acd\u0aaa\u0ac0 (&Delta;H&deg;<sub>soln.<\/sub>)&nbsp;\u0aa6\u0acd\u0ab5\u0abe\u0ab0\u0abe&nbsp; \u0aae\u0ab3\u0ac7.<\/div>\n""","[""<div style=\""text-align:justify\"">&Delta;H&deg;<sub>lattice<\/sub> = &Delta;H&deg;<sub>hyd<\/sub> + &Delta;H&deg;<sub>soln.<\/sub><\/div>\n"",""<div style=\""text-align:justify\"">&Delta;H&deg;<sub>hyd<\/sub> = &Delta;H&deg;<sub>lattice<\/sub> + &Delta;H&deg;<sub>soln.<\/sub><\/div>\n"",""<div style=\""text-align:justify\"">&Delta;H&deg;<sub>soln.<\/sub> = &Delta;H&deg;<sub>lattice<\/sub> + &Delta;H&deg;<sub>hyd<\/sub><\/div>\n"",""<div style=\""text-align:justify\"">&Delta;H&deg;<sub>soln.<\/sub> = &Delta;H&deg;<sub>lattice<\/sub> &times; &Delta;H&deg;<sub>hyd<\/sub><\/div>\n""]",3,[2],"""""",JEE MAIN,IC,4,11,PERIODIC TABLE,"Born Haber Cycle,Hydration and Lattice Energy",Single Correct,MEDIUM
1735376,"""<div style=\""text-align:justify\"">Which of the following cannot exhibit hyperconjugation :-<\/div>\n""","[""<div style=\""text-align:justify\""><img alt=\""C{H_3}\\mathop C\\limits^ \\bullet \u00a0{H_2}\"" src=\""16256357841488046245.png\"" \/><\/div>\n"",""<img src=\""1658483679602316004phpOmVCxqimage.png\"" style=\""height:45px; width:75px\"" \/>"",""<div style=\""text-align:justify\"">CH<sub>3<\/sub>CH = CH<sub>2<\/sub><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""{(C{H_3})_3}C-\\mathop C\\limits^ + \u00a0{H_2}\"" src=\""1625635828563794250.png\"" \/><\/div>\n""]",1,[3],"""""",JEE MAIN,OC,6,13,GOC,Hyper Conjugation,Single Correct,EASY
2146948,"""<div style=\""text-align:justify\"">Hot water cools from 60&deg;C&nbsp;to 50&deg;C&nbsp;in the first 10 minutes and to 42&deg;C&nbsp;in the next 10 minutes. The temperature of the surrounding is<\/div>\n""","[""<div style=\""text-align:justify\"">5&deg;C<\/div>\n"",""<div style=\""text-align:justify\"">10&deg;C<\/div>\n"",""<div style=\""text-align:justify\"">15&deg;C<\/div>\n"",""<div style=\""text-align:justify\"">20&deg;C<\/div>\n""]",1,[1],"""""",JEE MAIN,PH,2,11,Heat and thermo,Miscellaneous,Single Correct,EASY
1336270,"""<div style=\""text-align:justify\"">\u092d\u0941\u091c\u093e&nbsp;a \u0935\u093e\u0932\u0940 \u090f\u0915 \u090f\u0915\u0938\u092e\u093e\u0928 \u0935\u0930\u094d\u0917\u093e\u0915\u093e\u0930 \u092a\u094d\u0932\u0947\u091f \u0938\u0947 \u092a\u094d\u0930\u0926\u0930\u094d\u0936\u093f\u0924 \u091b\u093e\u092f\u093e\u0902\u0915\u093f\u0924 \u092d\u093e\u0917 \u0915\u094b \u0939\u091f\u093e \u0932\u093f\u092f\u093e \u091c\u093e\u0924\u093e \u0939\u0948\u0964 \u0936\u0947\u0937 \u092d\u093e\u0917 \u0915\u0947 \u0926\u094d\u0930\u0935\u094d\u092f\u092e\u093e\u0928 \u0915\u0947\u0928\u094d\u0926\u094d\u0930 \u0915\u0947 \u0928\u093f\u0930\u094d\u0926\u0947\u0936\u093e\u0902\u0915&nbsp;<img alt=\""\\left( {\\frac{p}{q}a,\\frac{r}{s}a} \\right)\"" src=\""16059424711911935268.png\"" \/>&nbsp;\u0939\u0948 \u0924\u094b&nbsp;p + q + r + s \u0915\u093e \u092e\u093e\u0928 \u091c\u094d\u091e\u093e\u0924 \u0915\u0940\u091c\u093f\u092f\u0947\u0964<br \/>\n(p, q, r \u0924\u0925\u093e&nbsp;s \u0928\u094d\u092f\u0942\u0928\u0924\u092e \u092a\u0942\u0930\u094d\u0923\u093e\u0902\u0915 \u092e\u093e\u0928 \u0939\u0948\u0964)<\/div>\n\n<div style=\""text-align:center\""><img src=\""16696282161293353373phpDTyC0Bimage.png\"" style=\""height:190px; width:200px\"" \/><\/div>\n""",[],2,312,"""<img src=\""1669628309689282097php9GfY0Fimage.png\"" style=\""height:190px; width:200px\"" \/><br \/>\n<span style=\""color:#000000\"">After removing portion (1) &amp; (2) still C.M. will be at centre of plate. for each small square suppose mass m and side length L.<br \/>\nNow after removing (3) position<br \/>\n<img alt=\""\\frac{a}{2} = \\frac{{m\\left( {\\frac{L}{2}} \\right) + 13m{x_2}}}{{14m}}\"" src=\""16690123421103080794.png\"" \/><br \/>\n<img alt=\""\\frac{a}{2} = \\frac{{m\\left( {3.5L} \\right) + 13m\\frac{1}{2}}}{{14m}}\"" src=\""1669012787527870231.png\"" \/><br \/>\n<img alt=\""L = \\frac{a}{4}\"" src=\""1669012827261346109.png\"" \/>;&nbsp;<img alt=\""{x_2} = \\frac{{55}}{{104}}a\"" src=\""1669012835438007261.png\"" \/>&nbsp;; y<sub>2<\/sub>&nbsp;=&nbsp;<img alt=\""\\frac{{49}}{{104}}a\"" src=\""16690128431593832059.png\"" \/><br \/>\nP = 55; q = 104; r = 49; s = 104<br \/>\n(P +q + r + s) = 312<\/span>""",IIT,PH,2,11,Center of Mass,Calculate of COM,Integer Type Multiple Digit,EASY
3171417,"""<div style=\""text-align:justify\"">Chloramphenicol is an &ndash;<\/div>\n""","[""<div style=\""text-align:justify\"">Analgesic<\/div>\n"",""<div style=\""text-align:justify\"">Anaesthetic<\/div>\n"",""<div style=\""text-align:justify\"">Antibiotic<\/div>\n"",""<div style=\""text-align:justify\"">Antiseptic<\/div>\n""]",1,[2],"""<div style=\""text-align:justify\"">Antibiotic<\/div>\n""",JEE MAIN,OC,6,12,Chemistry in everyday life,Chemistry in everyday life,Single Correct,EASY
